source,target,weight,tag
b1598,t_classic,267,classic
b7346,t_historical-romance,267,historical-romance
b8498,t_historical-fiction,267,historical-fiction
b7897,t_dystopia,267,dystopia
b2632,t_scifi,267,scifi
b2774,t_mystery,267,mystery
b448,t_christianity,267,christianity
b5137,t_alpha-male,267,alpha-male
b4802,t_crime,267,crime
b3881,t_art,267,art
b8645,t_paranormal,267,paranormal
b9277,t_sci-fi,267,sci-fi
b4273,t_arthurian,267,arthurian
b6880,t_politics,267,politics
b7915,t_mental-illness,267,mental-illness
b9050,t_manga,267,manga
b4380,t_crime,267,crime
b4789,t_horror,267,horror
b1602,t_magic,267,magic
b209,t_mystery-thriller,267,mystery-thriller
b769,t_sherlock-holmes,267,sherlock-holmes
b2522,t_thriller,267,thriller
b2487,t_urban-fantasy,267,urban-fantasy
b2167,t_fae,267,fae
b2810,t_classics,267,classics
b5530,t_romance,267,romance
b9048,t_fantasy,267,fantasy
b6130,t_science-fiction,267,science-fiction
b7804,t_fantasy,267,fantasy
b2960,t_classics,267,classics
b8786,t_mystery,267,mystery
b5529,t_economics,267,economics
b1460,t_memoir,267,memoir
b3680,t_crime,267,crime
b9680,t_non-fiction,267,non-fiction
b5307,t_humor,267,humor
b9593,t_shifters,267,shifters
b5298,t_humor,267,humor
b8312,t_christian,267,christian
b8995,t_fairy-tales,267,fairy-tales
b6740,t_crime,266,crime
b8411,t_psychology,266,psychology
b4585,t_science-fiction,266,science-fiction
b5484,t_comics-graphic-novels,266,comics-graphic-novels
b987,t_paranormal,266,paranormal
b3537,t_mystery,266,mystery
b1244,t_mental-health,266,mental-health
b3218,t_romance,266,romance
b1367,t_mythology,266,mythology
b2252,t_nonfiction,266,nonfiction
b7435,t_mystery,266,mystery
b348,t_friendship,266,friendship
b9517,t_horror,266,horror
b5254,t_fantasy,266,fantasy
b8932,t_cookbooks,266,cookbooks
b7373,t_fae,266,fae
b3556,t_biography,266,biography
b3632,t_scifi,266,scifi
b7275,t_psychology,266,psychology
b8806,t_historical-fiction,266,historical-fiction
b1225,t_a-series-of-unfortunate-events,266,a-series-of-unfortunate-events
b7501,t_historical-fiction,266,historical-fiction
b2781,t_nonfiction,266,nonfiction
b4748,t_business,266,business
b4120,t_biology,266,biology
b5996,t_finance,266,finance
b1610,t_romance,266,romance
b2213,t_thriller,266,thriller
b6487,t_non-fiction,266,non-fiction
b4267,t_paranormal-romance,266,paranormal-romance
b2866,t_scifi,266,scifi
b1188,t_personal-development,266,personal-development
b4781,t_paranormal,266,paranormal
b6401,t_history,266,history
b9186,t_chick-lit,266,chick-lit
b5297,t_china,266,china
b115,t_lgbtq,266,lgbtq
b3927,t_paranormal,266,paranormal
b5975,t_thriller,266,thriller
b2817,t_scifi,266,scifi
b6818,t_historical-fiction,266,historical-fiction
b9097,t_environment,266,environment
b2664,t_historical-fiction,266,historical-fiction
b7429,t_classics,266,classics
b700,t_romance,266,romance
b4717,t_christian-fiction,266,christian-fiction
b3738,t_fantasy,266,fantasy
b1405,t_fantasy,266,fantasy
b969,t_politics,266,politics
b7593,t_philosophy,266,philosophy
b5248,t_demons,266,demons
b2857,t_egypt,266,egypt
b367,t_supernatural,265,supernatural
b7288,t_paranormal,265,paranormal
b9776,t_romance,265,romance
b1179,t_classics,265,classics
b8046,t_non-fiction,265,non-fiction
b7679,t_contemporary-romance,265,contemporary-romance
b6690,t_thriller,265,thriller
b3531,t_historical-fiction,265,historical-fiction
b4066,t_mystery,265,mystery
b2573,t_humor,265,humor
b4725,t_biography,265,biography
b1535,t_adventure,265,adventure
b1733,t_thriller,265,thriller
b2071,t_world-war-ii,265,world-war-ii
b9937,t_dystopia,265,dystopia
b291,t_medicine,265,medicine
b2660,t_non-fiction,265,non-fiction
b4059,t_business,265,business
b1803,t_supernatural,265,supernatural
b9007,t_fantasy,265,fantasy
b5292,t_mystery,265,mystery
b4959,t_j-d-robb,265,j-d-robb
b9097,t_science,265,science
b4463,t_thriller,265,thriller
b3565,t_animals,265,animals
b157,t_humor,265,humor
b4845,t_zombies,265,zombies
b6384,t_philosophy,265,philosophy
b118,t_chick-lit,265,chick-lit
b5070,t_food,265,food
b930,t_pulitzer-prize,265,pulitzer-prize
b1766,t_magic,265,magic
b2212,t_mystery,265,mystery
b9697,t_paranormal,265,paranormal
b1472,t_magic,265,magic
b1806,t_historical-fiction,265,historical-fiction
b288,t_military,265,military
b7564,t_non-fiction,265,non-fiction
b1183,t_horror,265,horror
b7865,t_horror,265,horror
b4730,t_vampire,265,vampire
b3267,t_fantasy,265,fantasy
b4440,t_romance,265,romance
b336,t_suspense,265,suspense
b918,t_magic,265,magic
b585,t_graphic-novel,265,graphic-novel
b5352,t_fantasy,265,fantasy
b621,t_coming-of-age,265,coming-of-age
b7633,t_jd-robb,265,jd-robb
b2010,t_memoir,265,memoir
b3942,t_graphic-novel,265,graphic-novel
b445,t_crime,265,crime
b8416,t_non-fiction,265,non-fiction
b4064,t_historical-fiction,265,historical-fiction
b242,t_mystery-thriller,265,mystery-thriller
b7682,t_contemporary-romance,265,contemporary-romance
b7682,t_funny,265,funny
b7759,t_romance,265,romance
b2668,t_classics,265,classics
b8531,t_sci-fi,265,sci-fi
b4292,t_art,265,art
b2952,t_classic,265,classic
b1289,t_a-series-of-unfortunate-events,265,a-series-of-unfortunate-events
b5287,t_romance,265,romance
b4484,t_fantasy,265,fantasy
b6388,t_romance,265,romance
b4416,t_chick-lit,264,chick-lit
b4583,t_sci-fi,264,sci-fi
b3162,t_mystery,264,mystery
b5409,t_mystery,264,mystery
b7662,t_science-fiction,264,science-fiction
b3451,t_writing,264,writing
b1470,t_contemporary-romance,264,contemporary-romance
b8204,t_contemporary-romance,264,contemporary-romance
b9379,t_non-fiction,264,non-fiction
b3956,t_science-fiction,264,science-fiction
b5092,t_laurell-k-hamilton,264,laurell-k-hamilton
b514,t_mysteries,264,mysteries
b4819,t_romance,264,romance
b7860,t_cookbooks,264,cookbooks
b2003,t_africa,264,africa
b8808,t_vampires,264,vampires
b953,t_sci-fi,264,sci-fi
b9241,t_historical-fiction,264,historical-fiction
b431,t_suspense,264,suspense
b355,t_sci-fi-fantasy,264,sci-fi-fantasy
b6229,t_horror,264,horror
b1954,t_classic,264,classic
b2949,t_romance,264,romance
b8431,t_mystery,264,mystery
b9271,t_romance,264,romance
b2659,t_dark-romance,264,dark-romance
b8393,t_fantasy,264,fantasy
b3444,t_historical-fiction,264,historical-fiction
b9527,t_romance,264,romance
b2900,t_sci-fi,264,sci-fi
b3356,t_biography,264,biography
b8476,t_fantasy,264,fantasy
b3072,t_science-fiction,264,science-fiction
b222,t_spy,264,spy
b3821,t_spirituality,264,spirituality
b8885,t_historical-fiction,264,historical-fiction
b1315,t_graphic-novels-comics,264,graphic-novels-comics
b5703,t_memoir,264,memoir
b3127,t_sci-fi,264,sci-fi
b5917,t_contemporary-romance,264,contemporary-romance
b1095,t_apocalyptic,264,apocalyptic
b2556,t_historical,264,historical
b2948,t_memoir,264,memoir
b6704,t_lgbt,264,lgbt
b1855,t_spirituality,264,spirituality
b4219,t_classic,264,classic
b3561,t_non-fiction,263,non-fiction
b4357,t_urban-fantasy,263,urban-fantasy
b744,t_nonfiction,263,nonfiction
b6930,t_biker,263,biker
b1642,t_african-american,263,african-american
b405,t_satire,263,satire
b6070,t_philosophy,263,philosophy
b5697,t_magic,263,magic
b7757,t_romance,263,romance
b9391,t_non-fiction,263,non-fiction
b8484,t_redwall,263,redwall
b1408,t_war,263,war
b3116,t_fantasy,263,fantasy
b5650,t_thriller,263,thriller
b396,t_wwii,263,wwii
b8375,t_non-fiction,263,non-fiction
b8678,t_historical-fiction,263,historical-fiction
b6021,t_non-fiction,263,non-fiction
b7396,t_adventure,263,adventure
b8569,t_romance,263,romance
b3858,t_humour,263,humour
b9779,t_graphic-novels,263,graphic-novels
b995,t_horror,263,horror
b1595,t_nonfiction,263,nonfiction
b9052,t_fantasy,263,fantasy
b6484,t_sci-fi,263,sci-fi
b996,t_stephanie-plum,263,stephanie-plum
b7681,t_crime,263,crime
b4477,t_physics,263,physics
b3413,t_self-help,263,self-help
b1970,t_mystery,263,mystery
b1821,t_stephanie-plum,263,stephanie-plum
b1845,t_historical,263,historical
b6866,t_humor,263,humor
b983,t_memoirs,263,memoirs
b4957,t_fantasy,263,fantasy
b6319,t_horror,263,horror
b4669,t_romance,263,romance
b6025,t_crime,263,crime
b4580,t_faeries,263,faeries
b1368,t_comedy,263,comedy
b7512,t_jd-robb,263,jd-robb
b946,t_fantasy,263,fantasy
b5698,t_humor,263,humor
b2768,t_jack-reacher,263,jack-reacher
b5082,t_crime,263,crime
b4621,t_scifi,263,scifi
b2562,t_sports,263,sports
b6219,t_physics,263,physics
b1344,t_essays,262,essays
b6401,t_sexuality,262,sexuality
b528,t_high-fantasy,262,high-fantasy
b4923,t_mystery,262,mystery
b4284,t_russian,262,russian
b156,t_chic-lit,262,chic-lit
b6719,t_fae,262,fae
b5609,t_paranormal-romance,262,paranormal-romance
b1138,t_suspense,262,suspense
b4879,t_nonfiction,262,nonfiction
b4279,t_post-apocalyptic,262,post-apocalyptic
b1584,t_theatre,262,theatre
b8584,t_paranormal,262,paranormal
b3571,t_immortals-after-dark,262,immortals-after-dark
b2807,t_magic,262,magic
b678,t_romance,262,romance
b8733,t_classics,262,classics
b7172,t_russian,262,russian
b7782,t_mc,262,mc
b8025,t_history,262,history
b8078,t_graphic-novel,262,graphic-novel
b7373,t_high-fantasy,262,high-fantasy
b829,t_historical-fiction,262,historical-fiction
b7280,t_romance,262,romance
b9116,t_crime,262,crime
b4602,t_classics,262,classics
b829,t_italy,262,italy
b4706,t_nonfiction,262,nonfiction
b6589,t_adventure,262,adventure
b4153,t_non-fiction,262,non-fiction
b594,t_classics,262,classics
b6874,t_shifters,262,shifters
b5744,t_romance,262,romance
b4957,t_paranormal,262,paranormal
b3748,t_chick-lit,262,chick-lit
b7564,t_memoir,262,memoir
b7436,t_historical-fiction,262,historical-fiction
b2270,t_romance,262,romance
b3261,t_biography,262,biography
b835,t_fantasy,262,fantasy
b9885,t_mystery,262,mystery
b1902,t_thriller,262,thriller
b329,t_memoir,262,memoir
b301,t_19th-century,262,19th-century
b9494,t_crime,262,crime
b1630,t_magic,262,magic
b8918,t_contemporary-romance,262,contemporary-romance
b6195,t_classics,262,classics
b3873,t_romantic-suspense,262,romantic-suspense
b5895,t_historical-fiction,262,historical-fiction
b3300,t_sports,262,sports
b2392,t_fae,262,fae
b862,t_high-fantasy,262,high-fantasy
b5603,t_nonfiction,262,nonfiction
b1684,t_self-help,262,self-help
b929,t_classics,262,classics
b8081,t_science-fiction,262,science-fiction
b9515,t_horror,262,horror
b818,t_sci-fi,261,sci-fi
b7890,t_contemporary-romance,261,contemporary-romance
b1025,t_spirituality,261,spirituality
b411,t_chic-lit,261,chic-lit
b6767,t_historical-fiction,261,historical-fiction
b1395,t_fantasy,261,fantasy
b284,t_beat-generation,261,beat-generation
b5509,t_mystery,261,mystery
b4566,t_war,261,war
b6416,t_contemporary-romance,261,contemporary-romance
b6209,t_romance,261,romance
b5328,t_adventure,261,adventure
b6747,t_dystopia,261,dystopia
b7183,t_science-fiction,261,science-fiction
b56,t_fantasy-sci-fi,261,fantasy-sci-fi
b597,t_humor,261,humor
b7163,t_contemporary-romance,261,contemporary-romance
b2528,t_fantasy,261,fantasy
b2538,t_historical-fiction,261,historical-fiction
b573,t_nonfiction,261,nonfiction
b9548,t_romance,261,romance
b4013,t_nonfiction,261,nonfiction
b7903,t_dark,261,dark
b1035,t_nonfiction,261,nonfiction
b1521,t_theatre,261,theatre
b1060,t_nutrition,261,nutrition
b4635,t_war,261,war
b5856,t_romance,261,romance
b93,t_classic-literature,261,classic-literature
b7165,t_christian-fiction,261,christian-fiction
b7876,t_non-fiction,261,non-fiction
b3075,t_romance,261,romance
b7427,t_james-bond,261,james-bond
b9706,t_romance,261,romance
b3419,t_memoir,261,memoir
b9399,t_animals,261,animals
b9591,t_fantasy,261,fantasy
b1373,t_classics,261,classics
b7923,t_nonfiction,261,nonfiction
b588,t_mystery,261,mystery
b1690,t_magic,261,magic
b9362,t_fantasy,261,fantasy
b9469,t_crime,261,crime
b4023,t_alpha-male,261,alpha-male
b9847,t_nonfiction,261,nonfiction
b1904,t_graphic-novel,261,graphic-novel
b6677,t_biography,261,biography
b6376,t_thriller,261,thriller
b8645,t_vampires,261,vampires
b2896,t_comics,261,comics
b1665,t_epic-fantasy,261,epic-fantasy
b1956,t_historical,260,historical
b2743,t_graphic-novels-comics,260,graphic-novels-comics
b5316,t_witches,260,witches
b7341,t_non-fiction,260,non-fiction
b1616,t_action,260,action
b1044,t_comedy,260,comedy
b3247,t_scifi,260,scifi
b3033,t_nonfiction,260,nonfiction
b1141,t_self-help,260,self-help
b6567,t_non-fiction,260,non-fiction
b7566,t_chick-lit,260,chick-lit
b6603,t_politics,260,politics
b6394,t_mystery,260,mystery
b562,t_sci-fi-fantasy,260,sci-fi-fantasy
b6703,t_urban-fantasy,260,urban-fantasy
b2017,t_magic,260,magic
b2886,t_fairy-tales,260,fairy-tales
b1481,t_paranormal,260,paranormal
b6998,t_nonfiction,260,nonfiction
b5091,t_mystery,260,mystery
b7207,t_non-fiction,260,non-fiction
b2053,t_politics,260,politics
b3687,t_urban-fantasy,260,urban-fantasy
b1348,t_dr-seuss,260,dr-seuss
b2558,t_lgbt,260,lgbt
b4095,t_mystery,260,mystery
b8702,t_fantasy,260,fantasy
b7479,t_redwall,260,redwall
b1674,t_dark-fantasy,260,dark-fantasy
b5689,t_romance,260,romance
b5140,t_adventure,260,adventure
b8678,t_vampires,260,vampires
b3842,t_vampires,260,vampires
b8858,t_crime,260,crime
b5586,t_graphic-novel,260,graphic-novel
b9887,t_memoir,260,memoir
b9362,t_vampire,260,vampire
b4007,t_blue-bloods,260,blue-bloods
b7287,t_mystery,260,mystery
b1871,t_thriller,260,thriller
b6236,t_science-fiction,260,science-fiction
b2482,t_holocaust,260,holocaust
b4611,t_regency,260,regency
b112,t_love,260,love
b4147,t_nonfiction,260,nonfiction
b6371,t_alternate-history,260,alternate-history
b3537,t_thriller,260,thriller
b6865,t_humor,260,humor
b148,t_history,260,history
b793,t_adventure,260,adventure
b782,t_historical-fiction,260,historical-fiction
b5893,t_adventure,260,adventure
b6901,t_fantasy,260,fantasy
b2596,t_crime,260,crime
b8323,t_crime,260,crime
b3268,t_wwii,260,wwii
b2680,t_biographies,260,biographies
b4399,t_politics,260,politics
b1678,t_fantasy,260,fantasy
b1780,t_paranormal-romance,260,paranormal-romance
b5148,t_angels,260,angels
b4294,t_thriller,260,thriller
b6874,t_urban-fantasy,260,urban-fantasy
b3106,t_historical-fiction,260,historical-fiction
b4961,t_dystopia,260,dystopia
b9957,t_dogs,260,dogs
b728,t_colors,259,colors
b8702,t_paranormal-romance,259,paranormal-romance
b4932,t_non-fiction,259,non-fiction
b3280,t_crime,259,crime
b1025,t_faith,259,faith
b2353,t_horror,259,horror
b4109,t_contemporary-romance,259,contemporary-romance
b5332,t_fantasy,259,fantasy
b1769,t_fighters,259,fighters
b9666,t_nonfiction,259,nonfiction
b7976,t_jd-robb,259,jd-robb
b5885,t_non-fiction,259,non-fiction
b133,t_romance,259,romance
b1568,t_contemporary-romance,259,contemporary-romance
b9184,t_paranormal-romance,259,paranormal-romance
b219,t_magic,259,magic
b2925,t_memoir,259,memoir
b164,t_abuse,259,abuse
b2555,t_african-american,259,african-american
b2542,t_contemporary-romance,259,contemporary-romance
b9202,t_politics,259,politics
b1613,t_japan,259,japan
b5051,t_nonfiction,259,nonfiction
b1847,t_philosophy,259,philosophy
b5926,t_lgbt,259,lgbt
b1664,t_philosophy,259,philosophy
b9189,t_caldecott,259,caldecott
b8008,t_jd-robb,259,jd-robb
b8462,t_romance,259,romance
b3229,t_mysteries,259,mysteries
b1542,t_romance,259,romance
b9832,t_thriller,259,thriller
b2622,t_thriller,259,thriller
b7221,t_thriller,259,thriller
b5059,t_theology,259,theology
b5497,t_vampires,259,vampires
b1153,t_paranormal,259,paranormal
b590,t_19th-century,259,19th-century
b3880,t_romance,259,romance
b3542,t_self-help,259,self-help
b3483,t_fantasy,259,fantasy
b4729,t_fantasy,259,fantasy
b1233,t_adventure,259,adventure
b2747,t_lgbtq,259,lgbtq
b2719,t_fantasy,259,fantasy
b2545,t_romance,259,romance
b4757,t_crime,259,crime
b2958,t_philosophy,259,philosophy
b5370,t_romance,259,romance
b4656,t_laurell-k-hamilton,259,laurell-k-hamilton
b9896,t_mystery,259,mystery
b4404,t_non-fiction,259,non-fiction
b2445,t_historical,259,historical
b9066,t_vampire,259,vampire
b2387,t_christian-fiction,259,christian-fiction
b5259,t_retelling,258,retelling
b9415,t_fantasy,258,fantasy
b3053,t_humor,258,humor
b217,t_historical,258,historical
b173,t_modern-classics,258,modern-classics
b6680,t_romance,258,romance
b613,t_australia,258,australia
b549,t_classics,258,classics
b6449,t_lgbtq,258,lgbtq
b2712,t_romance,258,romance
b1110,t_love-triangle,258,love-triangle
b3736,t_non-fiction,258,non-fiction
b7575,t_noir,258,noir
b4041,t_fantasy,258,fantasy
b1652,t_spies,258,spies
b7166,t_chick-lit,258,chick-lit
b815,t_mystery,258,mystery
b157,t_fantasy,258,fantasy
b9712,t_fantasy,258,fantasy
b3746,t_regency,258,regency
b4742,t_music,258,music
b2661,t_humor,258,humor
b4110,t_india,258,india
b4072,t_animals,258,animals
b2924,t_historical-fiction,258,historical-fiction
b3132,t_fairy-tale,258,fairy-tale
b3486,t_paranormal,258,paranormal
b2451,t_biography,258,biography
b1857,t_adventure,258,adventure
b7911,t_jd-robb,258,jd-robb
b2780,t_adventure,258,adventure
b6582,t_pirates,258,pirates
b2374,t_classics,258,classics
b323,t_classic,258,classic
b4424,t_vampires,258,vampires
b787,t_funny,258,funny
b9747,t_j-d-robb,258,j-d-robb
b5918,t_chick-lit,258,chick-lit
b3556,t_non-fiction,258,non-fiction
b797,t_faith,258,faith
b7569,t_non-fiction,258,non-fiction
b5078,t_chick-lit,258,chick-lit
b9969,t_health,258,health
b519,t_romance,258,romance
b6519,t_mystery,258,mystery
b921,t_suicide,258,suicide
b5772,t_memoir,258,memoir
b3007,t_china,258,china
b1941,t_mystery-thriller,258,mystery-thriller
b1708,t_lgbt,258,lgbt
b8416,t_history,258,history
b9892,t_romance,258,romance
b2109,t_comedy,258,comedy
b2376,t_redwall,258,redwall
b4691,t_nonfiction,257,nonfiction
b1621,t_self-help,257,self-help
b7574,t_jd-robb,257,jd-robb
b44,t_drama,257,drama
b1062,t_the-selection,257,the-selection
b4918,t_contemporary-romance,257,contemporary-romance
b858,t_sci-fi-fantasy,257,sci-fi-fantasy
b1861,t_the-immortals,257,the-immortals
b2372,t_mystery,257,mystery
b4752,t_contemporary-romance,257,contemporary-romance
b4077,t_alpha-male,257,alpha-male
b2347,t_witches,257,witches
b5608,t_contemporary-romance,257,contemporary-romance
b1012,t_historical,257,historical
b3876,t_crime,257,crime
b8346,t_memoir,257,memoir
b7136,t_mafia,257,mafia
b3473,t_fantasy,257,fantasy
b5899,t_regency,257,regency
b2536,t_scifi,257,scifi
b7475,t_vampires,257,vampires
b5814,t_werewolves,257,werewolves
b4540,t_mystery,257,mystery
b1714,t_china,257,china
b8608,t_mystery,257,mystery
b7378,t_urban-fantasy,257,urban-fantasy
b2432,t_paranormal-romance,257,paranormal-romance
b7807,t_graphic-novels,257,graphic-novels
b2177,t_russian-lit,257,russian-lit
b2405,t_paranormal-romance,257,paranormal-romance
b6197,t_fantasy,257,fantasy
b4069,t_romance,257,romance
b8280,t_mystery,257,mystery
b8450,t_fantasy,257,fantasy
b5376,t_non-fiction,257,non-fiction
b7859,t_russian,257,russian
b5786,t_non-fiction,257,non-fiction
b385,t_self-help,257,self-help
b3271,t_fae,257,fae
b359,t_middle-east,257,middle-east
b3720,t_nonfiction,257,nonfiction
b8741,t_romance,257,romance
b6337,t_non-fiction,257,non-fiction
b1562,t_contemporary-romance,257,contemporary-romance
b2659,t_abuse,257,abuse
