id,label,type,author,n_books
b1250,The Dharma Bums,book,Jack Kerouac,1
b88,Paper Towns,book,John Green,1
b9174,"Captured (The Captive, #1)",book,Erica Stevens,1
b5174,The Collector,book,Nora Roberts,1
b5595,The Lifeboat,book,Charlotte Rogan,1
b4456,"Fallen in Love (Fallen, #3.5)",book,Lauren Kate,1
b4863,Fatherland,book,Robert   Harris,1
b5112,The Black Dagger Brotherhood: An Insider's Guide,book,J.R. Ward,1
b4360,Second Chance,book,Jane Green,1
b1827,"The Hostile Hospital (A Series of Unfortunate Events, #8)",book,"Lemony Snicket, Brett Helquist",1
b8621,"Nash (Marked Men, #4)",book,Jay Crownover,1
b5115,The Secret Adversary (Tommy and Tuppence #1),book,Agatha Christie,1
b1159,Stones from the River,book,Ursula Hegi,1
b6800,"Lord Loss (The Demonata, #1)",book,Darren Shan,1
b6688,Baudolino,book,"Umberto Eco, William Weaver, R.C.S. Libri",1
b3152,The Snowball: Warren Buffett and the Business of Life,book,Alice Schroeder,1
b6025,Red Harvest,book,Dashiell Hammett,1
b2757,"Ahab's Wife, or The Star-Gazer",book,Sena Jeter Naslund,1
b9108,"Taking Shots (Assassins, #1)",book,Toni Aleo,1
b6133,"The Reality Bug (Pendragon, #4)",book,D.J. MacHale,1
b9030,"The Billionaire Wins the Game (Billionaire Bachelors, #1)",book,Melody Anne,1
b4597,The Souls of Black Folk,book,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",1
b1040,Let's Explore Diabetes with Owls,book,David Sedaris,1
b9351,"Shine Not Burn (Shine Not Burn, #1)",book,Elle Casey,1
b5230,The Bees,book,Laline Paull,1
b5504,"Black Water (Pendragon, #5)",book,D.J. MacHale,1
b507,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",book,Suzanne Collins,1
b2284,The Inheritance of Loss,book,Kiran Desai,1
b9804,"Heartstone (Matthew Shardlake, #5)",book,C.J. Sansom,1
b4648,"Prince of Wolves (The Grey Wolves, #1)",book,Quinn Loftis,1
b5014,Two Little Girls in Blue,book,Mary Higgins Clark,1
b7453,Sickened: The Memoir of a Munchausen by Proxy Childhood,book,Julie Gregory,1
b8785,"Thankless in Death (In Death, #37)",book,J.D. Robb,1
b6583,Shoe Dog: A Memoir by the Creator of NIKE,book,Phil Knight,1
b4216,Sacré Bleu: A Comedy d'Art,book,Christopher Moore,1
b5246,"Raw (RAW Family, #1)",book,Belle Aurora,1
b5952,The Bone Garden ,book,Tess Gerritsen,1
b5040,"The Eye of Minds (The Mortality Doctrine, #1)",book,James Dashner,1
b8000,The Red Queen: Sex and the Evolution of Human Nature,book,Matt Ridley,1
b9833,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,book,Mark    Adams,1
b8915,Breaking the Spell: Religion as a Natural Phenomenon,book,Daniel C. Dennett,1
b8546,"Firestar's Quest (Warriors Super Edition, #1)",book,Erin Hunter,1
b4660,Operating Instructions: A Journal of My Son's First Year,book,Anne Lamott,1
b9068,Moonlight Becomes You,book,Mary Higgins Clark,1
b4594,Love Warrior,book,Glennon Doyle Melton,1
b1774,"The Grim Grotto (A Series of Unfortunate Events, #11)",book,"Lemony Snicket, Brett Helquist",1
b4037,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",book,"Laura Schroff, Alex Tresniowski, Valerie Salembier",1
b6548,Willpower: Rediscovering the Greatest Human Strength,book,"Roy F. Baumeister, John Tierney",1
b7186,Brain Droppings,book,George Carlin,1
b5155,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,book,J. Maarten Troost,1
b9441,The Incredible Hulk: Planet Hulk,book,"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",1
b2509,"The Atlantis Gene (The Origin Mystery, #1)",book,A.G. Riddle,1
b9286,"Do No Harm: Stories of Life, Death and Brain Surgery",book,Henry Marsh,1
b7247,"Sepulchre (Languedoc, #2)",book,Kate Mosse,1
b8896,Richard II,book,"William Shakespeare, Roma Gill, Robert          Jackson",1
b7009,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,book,Meg Jay,1
b5190,"Ceaseless (Existence Trilogy, #3)",book,Abbi Glines,1
b7522,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,book,John Hodgman,1
b815,No Country for Old Men,book,Cormac McCarthy,1
b5166,"Scarpetta (Kay Scarpetta, #16)",book,Patricia Cornwell,1
b1844,Scar Tissue,book,"Anthony Kiedis, Larry Sloman",1
b3325,Men at Arms: The Play,book,"Terry Pratchett, Stephen Briggs",1
b9733,"Darker After Midnight (Midnight Breed, #10)",book,Lara Adrian,1
b1471,"A Dog's Purpose (A Dog's Purpose, #1)",book,W. Bruce Cameron,1
b1476,"The Slippery Slope (A Series of Unfortunate Events, #10)",book,"Lemony Snicket, Brett Helquist",1
b3559,"The Thousand-Dollar Tan Line (Veronica Mars, #1)",book,"Rob Thomas, Jennifer Graham",1
b2702,"The Midwife: A Memoir of Birth, Joy, and Hard Times",book,Jennifer Worth,1
b2072,"Burned (Burned, #1)",book,Ellen Hopkins,1
b4289,"Apollyon (Left Behind, #5)",book,"Tim LaHaye, Jerry B. Jenkins",1
b8136,"Dawn on a Distant Shore (Wilderness, #2)",book,Sara Donati,1
b9238,Superman: Birthright,book,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",1
b6598,"Brothers Majere (Dragonlance: Preludes, #3)",book,Kevin Stein,1
b2288,Don't Let's Go to the Dogs Tonight,book,Alexandra Fuller,1
b6073,Dragon Tears,book,Dean Koontz,1
b2648,"The World of Winnie-the-Pooh (Winnie-the-Pooh, #1-2)",book,"A.A. Milne, Ernest H. Shepard",1
b5193,"Lost in Time (Blue Bloods, #6)",book,Melissa de la Cruz,1
b1288,The Long Walk,book,"Richard Bachman, Stephen King",1
b4240,"Evil Under the Sun (Hercule Poirot, #23)",book,Agatha Christie,1
b1813,"On the Island (On the Island, #1)",book,Tracey Garvis-Graves,1
b8866,Hero,book,Perry Moore,1
b5176,"D is for Deadbeat (Kinsey Millhone, #4)",book,Sue Grafton,1
b6520,"The Monkey's Raincoat (Elvis Cole, #1)",book,Robert Crais,1
b4516,The Strange Library,book,"Haruki Murakami, Ted Goossen",1
b3351,"The Mysterious Island (Extraordinary Voyages, #12)",book,"Jules Verne, Caleb Carr, Jordan Stump",1
b1796,"Gilead (Gilead, #1)",book,Marilynne Robinson,1
b5657,I'm Just Here for the Food: Food + Heat = Cooking,book,Alton Brown,1
b2219,"The Pillars of Creation (Sword of Truth, #7)",book,Terry Goodkind,1
b9046,"Hot Ticket (Sinners on Tour, #3)",book,Olivia Cunning,1
b9619,"Bad Romeo (Starcrossed, #1)",book,Leisa Rayven,1
b9982,"Feverborn (Fever, #8)",book,Karen Marie Moning,1
b7819,"Blood Kiss (Black Dagger Legacy, #1)",book,J.R. Ward,1
b4896,"Never Never: Part Three (Never Never, #3)",book,"Colleen Hoover, Tarryn Fisher",1
b7498,"The Last Full Measure (The Civil War Trilogy, #3)",book,Jeff Shaara,1
b8315,The Mermaid's Sister,book,Carrie Anne Noble,1
b7599,The Madonnas of Leningrad,book,Debra Dean,1
b8862,"The Bourbon Kings (The Bourbon Kings, #1)",book,J.R. Ward,1
b6779,"77 Shadow Street (Pendleton, #1)",book,Dean Koontz,1
b9258,"Double Time (Sinners on Tour, #5)",book,Olivia Cunning,1
b8857,Revolting Rhymes,book,"Roald Dahl, Quentin Blake",1
b7352,Follow the River,book,James Alexander Thom,1
b9488,"Festive in Death (In Death, #39)",book,J.D. Robb,1
b2872,"Necessary Lies (Necessary Lies, #1)",book,Diane Chamberlain,1
b3801,"10th Anniversary (Women's Murder Club, #10)",book,"James Patterson, Maxine Paetro",1
b4195,"The Guard (The Selection, #2.5)",book,Kiera Cass,1
b5529,Antifragile: Things That Gain from Disorder,book,Nassim Nicholas Taleb,1
b7172,The Overcoat,book,Nikolai Gogol,1
b1006,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,book,"Chris Kyle, Scott McEwen, Jim DeFelice",1
b7273,Wave,book,Sonali Deraniyagala,1
b1977,"The End (A Series of Unfortunate Events, #13)",book,"Lemony Snicket, Brett Helquist",1
b4244,Hedda Gabler,book,"Henrik Ibsen, William Archer",1
b3757,"The Hypnotist (Joona Linna, #1)",book,"Lars Kepler, Ann Long",1
b6820,"The History of Sexuality, Volume 1: An Introduction",book,"Michel Foucault, Robert Hurley",1
b6575,The Abolition of Man,book,C.S. Lewis,1
b799,Watchers,book,Dean Koontz,1
b6768,Heart of Darkness and The Secret Sharer,book,Joseph Conrad,1
b3599,Troublemaker: Surviving Hollywood and Scientology,book,"Leah Remini, Rebecca Paley",1
b2594,Rising Sun,book,Michael Crichton,1
b6997,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,book,Brian Greene,1
b2383,"Split Second (Sean King & Michelle Maxwell, #1)",book,David Baldacci,1
b670,The Dead Zone,book,Stephen King,1
b6115,"Revealed (House of Night, #11)",book,"P.C. Cast, Kristin Cast",1
b1120,Aesop's Fables,book,"Aesop, Laura Harris, Laura Gibbs",1
b9971,"The Tycoon's Revenge (Baby for the Billionaire, #1)",book,Melody Anne,1
b4868,Jesus the Christ,book,James E. Talmage,1
b5883,"Icefire (The Last Dragon Chronicles, #2)",book,Chris d'Lacey,1
b2715,"Night Star (The Immortals, #5)",book,Alyson Noel,1
b6072,Rumour Has It,book,Jill Mansell,1
b4856,TransAtlantic,book,Colum McCann,1
b8704,Resurrection,book,"Leo Tolstoy, Louise Maude, Aylmer Maude",1
b9491,A Bite to Remember (Argeneau #5),book,Lynsay Sands,1
b2078,The Complete Tales,book,Beatrix Potter,1
b4772,The Ruins,book,Scott B. Smith,1
b3964,Johnny Got His Gun,book,Dalton Trumbo,1
b3472,The Complete Stories,book,Flannery O'Connor,1
b1856,Magical Thinking: True Stories,book,Augusten Burroughs,1
b2299,"Fool's Fate (Tawny Man, #3)",book,Robin Hobb,1
b4725,My Beloved World,book,Sonia Sotomayor,1
b9442,Elizabeth: The Struggle for the Throne,book,David Starkey,1
b3381,The Collected Poems,book,"Sylvia Plath, Ted Hughes",1
b8580,The Argonauts,book,Maggie Nelson,1
b4633,"Dexter in the Dark (Dexter, #3)",book,Jeff Lindsay,1
b5704,To Have and Have Not,book,Ernest Hemingway,1
b3647,"Panserhjerte (Harry Hole, #8)",book,Jo Nesbø,1
b4584,No Exit and Three Other Plays,book,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",1
b4440,"Kushiel's Avatar (Phèdre's Trilogy, #3)",book,Jacqueline Carey,1
b5033,The Postman Always Rings Twice,book,James M. Cain,1
b9909,George,book,Alex Gino,1
b2914,Special Topics in Calamity Physics,book,Marisha Pessl,1
b9880,Meant to Be,book,Lauren Morrill,1
b7413,Black Lies,book,Alessandra Torre,1
b8493,"Once (Eve, #2)",book,Anna Carey,1
b1136,Let the Great World Spin,book,Colum McCann,1
b6604,Zorro,book,"Isabel Allende, Margaret Sayers Peden",1
b5167,"Darkness, Take My Hand (Kenzie & Gennaro, #2)",book,Dennis Lehane,1
b5761,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",book,"Carol Tavris, Elliot Aronson",1
b5592,American on Purpose: The Improbable Adventures of an Unlikely Patriot,book,Craig Ferguson,1
b4908,The Game: Penetrating the Secret Society of Pickup Artists,book,Neil Strauss,1
b4383,On the Beach,book,Nevil Shute,1
b2450,The Sea of Tranquility,book,Katja Millay,1
b8392,"Kaleidoscope Hearts (Hearts, #1)",book,Claire Contreras,1
b1652,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",book,Ally Carter,1
b5270,"The Christmas Box (The Christmas Box, #1)",book,Richard Paul Evans,1
b3765,Anne McCaffrey's Dragonflight #1,book,"Brynne Stephens, Lela Dowling, Cynthia Martin, Anne McCaffrey",1
b2050,"Night World, No. 2 (Night World, #4-6)",book,L.J. Smith,1
b3598,Killing Yourself to Live: 85% of a True Story,book,Chuck Klosterman,1
b3619,"Triptych (Will Trent, #1)",book,Karin Slaughter,1
b5965,"Betrayals (Strange Angels, #2)",book,"Lili St. Crow, Lilith Saintcrow",1
b5707,"The System of the World (The Baroque Cycle, #3)",book,Neal Stephenson,1
b3494,"The Burning Room (Harry Bosch, #19; Harry Bosch Universe, #24)",book,Michael Connelly,1
b7694,"Killing Sarai (In the Company of Killers, #1)",book,J.A. Redmerski,1
b6124,Luna,book,Julie Anne Peters,1
b2180,"Zero Day (John Puller, #1)",book,David Baldacci,1
b1865,You Can Heal Your Life,book,Louise L. Hay,1
b7876,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,book,"Gary Keller, Jay Papasan",1
b3333,Skinny Dip,book,Carl Hiaasen,1
b7064,"Dark Gold (Dark, #3)",book,Christine Feehan,1
b6424,"Bad Things (Tristan & Danika, #1)",book,R.K. Lilley,1
b5997,Forget You,book,Jennifer Echols,1
b8679,The Truth According to Us,book,Annie Barrows,1
b833,The Chamber,book,John Grisham,1
b1150,Absolute Power,book,David Baldacci,1
b5279,My Heart and Other Black Holes,book,Jasmine Warga,1
b1126,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",book,"Matsuri Hino, Tomo Kimura",1
b5733,"Welcome to Dead House (Goosebumps, #1)",book,R.L. Stine,1
b9066,Bite Me If You Can (Argeneau #6),book,Lynsay Sands,1
b5513,"Thief (Love Me with Lies, #3)",book,Tarryn Fisher,1
b6021,Comfort Me with Apples: More Adventures at the Table,book,Ruth Reichl,1
b8220,Colonel Roosevelt,book,Edmund Morris,1
b8901,Shadows of the Workhouse,book,Jennifer Worth,1
b4455,Rubyfruit Jungle,book,Rita Mae Brown,1
b3891,"Shoe Addicts Anonymous (Shoe Addict, #1)",book,Beth Harbison,1
b7835,"King (King, #1)",book,T.M. Frazier,1
b7046,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",book,Evan Wright,1
b7650,Lady Audley's Secret,book,Mary Elizabeth Braddon,1
b8145,Punk 57,book,Penelope Douglas,1
b3615,Calling Me Home,book,Julie Kibler,1
b6881,Better off Friends,book,Elizabeth Eulberg,1
b7812,Delta of Venus,book,Anaïs Nin,1
b9538,Agent to the Stars,book,John Scalzi,1
b2169,The Grownup,book,Gillian Flynn,1
b4632,"The Indwelling (Left Behind, #7)",book,"Tim LaHaye, Jerry B. Jenkins",1
b4542,"Assassins (Left Behind, #6)",book,"Tim LaHaye, Jerry B. Jenkins",1
b8488,A Different Blue,book,Amy Harmon,1
b5068,A Sand County Almanac and Sketches Here and There,book,Aldo Leopold,1
b5696,The Brightest Star in the Sky,book,Marian Keyes,1
b9660,"DC: The New Frontier, Volume 1",book,"Darwyn Cooke, Dave Stewart, Jared K. Fletcher",1
b6882,The Shallows: What the Internet is Doing to Our Brains,book,Nicholas Carr,1
b7613,"Chasing the Prophecy (Beyonders, #3)",book,Brandon Mull,1
b3633,"Pulse (Collide, #2)",book,Gail McHugh,1
b638,A Visit from the Goon Squad,book,Jennifer Egan,1
b5584,"Avoiding Commitment (Avoiding, #1)",book,K.A. Linde,1
b3617,"Captivate (Need, #2)",book,Carrie Jones,1
b5136,"The Rivers of Zadaa (Pendragon, #6)",book,D.J. MacHale,1
b2202,"Gossip Girl (Gossip Girl, #1)",book,Cecily von Ziegesar,1
b1026,"A Breath of Snow and Ashes (Outlander, #6)",book,Diana Gabaldon,1
b7974,Silence,book,"Shūsaku Endō, William Johnston",1
b6932,The Executioner's Song,book,Norman Mailer,1
b4366,Business Model Generation,book,"Alexander Osterwalder, Yves Pigneur",1
b7459,The Prisoner of Zenda,book,Anthony Hope,1
b7057,"Monument 14 (Monument 14, #1)",book,Emmy Laybourne,1
b4990,"The Negotiator (O'Malley, #1)",book,Dee Henderson,1
b2123,George's Marvellous Medicine,book,"Roald Dahl, Quentin Blake",1
b4889,"A Perfect Blood (The Hollows, #10)",book,Kim Harrison,1
b5514,Between a Rock and a Hard Place,book,Aron Ralston,1
b7212,Captains Courageous,book,Rudyard Kipling,1
b7776,"Destined (Wings, #4)",book,Aprilynne Pike,1
b4079,The Mother Tongue: English and How It Got That Way,book,Bill Bryson,1
b7859,The Kreutzer Sonata,book,"Leo Tolstoy, Isai Kamen, Doris Lessing",1
b9438,"Tunnels (Tunnels, #1)",book,"Roderick Gordon, Brian  Williams",1
b941,The Hours,book,Michael Cunningham,1
b6183,"Charlie Bone and the Hidden King (The Children of the Red King, #5)",book,Jenny Nimmo,1
b1156,I Am America (And So Can You!),book,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",1
b9955,"Wild Cards (Wild Cards, #1)",book,Simone Elkeles,1
b184,Matilda,book,"Roald Dahl, Quentin Blake",1
b5763,Roadwork,book,"Richard Bachman, Stephen King",1
b1975,"The Penultimate Peril (A Series of Unfortunate Events, #12)",book,"Lemony Snicket, Brett Helquist",1
b1756,M.C. Escher: The Graphic Work,book,"M.C. Escher, Bruce Brooks Pfeiffer",1
b4284,Selected Stories,book,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1
b7039,The Brothers Lionheart,book,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1
b8591,"Emily Climbs (Emily, #2)",book,L.M. Montgomery,1
b7603,"All Tomorrow's Parties (Bridge, #3)",book,William Gibson,1
b4927,"Red: The Heroic Rescue (The Circle, #2)",book,Ted Dekker,1
b2270,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",book,Ann Brashares,1
b7227,Darkness Visible: A Memoir of Madness,book,William Styron,1
b6268,"Beautiful Broken Rules (Broken, #1)",book,Kimberly Lauren,1
b5020,"A Year Down Yonder (A Long Way from Chicago, #2)",book,Richard Peck,1
b4978,Infinity Welcomes Careful Drivers (Red Dwarf #1),book,Grant Naylor,1
b5693,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,book,Christian Lander,1
b8598,If Chins Could Kill: Confessions of a B-Movie Actor,book,Bruce Campbell,1
b6170,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,book,Nick Offerman,1
b9377,"No Place to Run (KGI, #2)",book,Maya Banks,1
b3343,"Someday, Someday, Maybe",book,Lauren Graham,1
b9358,Dream Man,book,Linda Howard,1
b1714,The Kitchen God's Wife,book,Amy Tan,1
b4569,"Hardwired (Hacker, #1)",book,Meredith Wild,1
b7538,"Carry on, Jeeves (Jeeves, #3)",book,P.G. Wodehouse,1
b6161,The Weight of Blood,book,Laura McHugh,1
b8646,"Spying in High Heels (High Heels, #1)",book,Gemma Halliday,1
b7231,Self-Reliance and Other Essays,book,Ralph Waldo Emerson,1
b4387,From the Corner of His Eye,book,Dean Koontz,1
b7521,Crisis on Infinite Earths,book,"Marv Wolfman, George Pérez",1
b5403,"The Coffin Club (Vampire Kisses, #5)",book,Ellen Schreiber,1
b4700,"Still Life With Crows (Pendergast, #4)",book,"Douglas Preston, Lincoln Child",1
b6715,A Stranger Is Watching,book,Mary Higgins Clark,1
b798,"One Fish, Two Fish, Red Fish, Blue Fish",book,Dr. Seuss,1
b3385,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,book,Andrew Ross Sorkin,1
b6274,Savage Inequalities: Children in America's Schools,book,Jonathan Kozol,1
b8584,"Kiss of Frost (Mythos Academy, #2)",book,Jennifer Estep,1
b8647,"The Lady in the Lake (Philip Marlowe, #4)",book,Raymond Chandler,1
b2399,"Naked Empire (Sword of Truth, #8)",book,Terry Goodkind,1
b4548,"The Mark (Left Behind, #8)",book,"Tim LaHaye, Jerry B. Jenkins",1
b578,Christine,book,"Stephen King, Marie Milpois",1
b6660,"Shelter (Mickey Bolitar, #1)",book,Harlan Coben,1
b6983,"Forever Mine (The Moreno Brothers, #1)",book,Elizabeth Reyes,1
b5833,Never Cry Wolf,book,Farley Mowat,1
b6085,"Aftermath (Star Wars: Aftermath, #1)",book,Chuck Wendig,1
b7241,Full House (Full #1),book,"Janet Evanovich, Charlotte Hughes",1
b8174,Washington's Crossing,book,David Hackett Fischer,1
b8164,"Endless Knight (The Arcana Chronicles, #2)",book,Kresley Cole,1
b1462,The Orphan Master's Son,book,Adam Johnson,1
b9528,"Obsession in Death (In Death, #40)",book,J.D. Robb,1
b6929,Terms of Enlistment (Frontlines #1),book,Marko Kloos,1
b7536,"Dark Fire (Dark, #6)",book,Christine Feehan,1
b4979,Coyote Blue,book,Christopher Moore,1
b1375,Me and Earl and the Dying Girl,book,Jesse Andrews,1
b6866,I Remember Nothing: and Other Reflections,book,Nora Ephron,1
b8571,Essentials of Classic Italian Cooking,book,"Marcella Hazan, Karin Kretschmann",1
b7982,Hidden Riches,book,Nora Roberts,1
b5424,The Fifth Discipline: The Art & Practice of The Learning Organization,book,Peter M. Senge,1
b4593,"Rising Storm (Warriors, #4)",book,Erin Hunter,1
b3831,A Man Named Dave (Dave Pelzer #3),book,Dave Pelzer,1
b6176,"Find You in the Dark (Find You in the Dark, #1)",book,A. Meredith Walters,1
b7190,What I Thought Was True,book,Huntley Fitzpatrick,1
b8190,Red Riding Hood,book,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",1
b5875,"The Bitter Kingdom (Fire and Thorns, #3)",book,Rae Carson,1
b4673,"The Scarecrow (Jack McEvoy, #2)",book,Michael Connelly,1
b3077,The Rime of the Ancient Mariner,book,"Samuel Taylor Coleridge, Gustave Doré",1
